City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
258,West Bay,19.3667,-81.4167,77.07,87,13,1.99,KY,2022-02-03 04:30:41,few clouds
259,Komsomolskiy,40.4272,71.7189,36.32,80,82,4.61,UZ,2022-02-03 04:30:41,broken clouds
260,Mizdah,31.4451,12.9801,48.16,66,85,16.11,LY,2022-02-03 04:30:41,overcast clouds
261,Klaksvik,62.2266,-6.589,36.52,99,100,16.28,FO,2022-02-03 04:30:42,overcast clouds
262,Acajutla,13.5928,-89.8275,73.8,80,0,4.97,SV,2022-02-03 04:30:42,clear sky
263,Kilindoni,-7.9139,39.6668,81.48,77,86,10.87,TZ,2022-02-03 04:30:42,overcast clouds
264,Honiara,-9.4333,159.95,80.82,85,100,9.46,SB,2022-02-03 04:30:43,overcast clouds
265,Longyearbyen,78.2186,15.6401,13.84,73,0,20.71,SJ,2022-02-03 04:30:43,clear sky
266,Berlevag,70.8578,29.0864,15.8,63,100,13.31,NO,2022-02-03 04:30:44,light snow
267,Santa Maria,-29.6842,-53.8069,73.38,62,21,6.91,BR,2022-02-03 04:29:16,few clouds
268,Faanui,-16.4833,-151.75,81.28,77,29,19.75,PF,2022-02-03 04:30:44,scattered clouds
269,Geraldton,-28.7667,114.6,106.21,10,1,19.57,AU,2022-02-03 04:30:44,clear sky
270,Clonakilty,51.6231,-8.8706,44.1,92,82,10.38,IE,2022-02-03 04:30:44,broken clouds
271,Olean,42.0776,-78.4297,38.12,100,100,10.36,US,2022-02-03 04:28:03,moderate rain
272,Crown Point,41.417,-87.3653,26.35,87,100,13.8,US,2022-02-03 04:29:22,overcast clouds
273,Houma,29.5958,-90.7195,66.2,92,100,5.01,US,2022-02-03 04:30:00,overcast clouds
274,Vestmannaeyjar,63.4427,-20.2734,28.53,80,59,17.69,IS,2022-02-03 04:30:45,broken clouds
275,Usinsk,65.9939,57.5281,12.85,96,99,9.51,RU,2022-02-03 04:31:45,overcast clouds
276,Zurrieq,35.8311,14.4742,52.97,87,0,10.36,MT,2022-02-03 04:31:46,clear sky
277,Chapais,49.7834,-74.8492,2.98,91,100,7.2,CA,2022-02-03 04:31:46,overcast clouds
278,Coro,11.4045,-69.6734,75.78,86,14,12.86,VE,2022-02-03 04:31:46,few clouds
279,Hailey,43.5196,-114.3153,6.66,78,0,6.91,US,2022-02-03 04:27:39,clear sky
280,Ancud,-41.8697,-73.8203,56.73,92,65,2.75,CL,2022-02-03 04:31:47,broken clouds
281,Grindavik,63.8424,-22.4338,27.07,86,75,5.75,IS,2022-02-03 04:31:47,broken clouds
282,Omboue,-1.5746,9.2618,77.41,84,100,4.88,GA,2022-02-03 04:31:48,overcast clouds
283,Tessalit,20.1986,1.0114,57.06,15,14,10.2,ML,2022-02-03 04:31:48,few clouds
284,Fort Nelson,58.8053,-122.7002,-8.01,77,100,5.75,CA,2022-02-03 04:31:48,light snow
285,Magistralnyy,56.1725,107.4458,4.24,90,89,2.26,RU,2022-02-03 04:31:48,overcast clouds
286,Lorengau,-2.0226,147.2712,79.18,81,100,4.74,PG,2022-02-03 04:31:49,overcast clouds
287,Kupang,-10.1667,123.5833,82.35,78,25,13.6,ID,2022-02-03 04:31:49,moderate rain
288,North Platte,41.1239,-100.7654,8.49,43,100,6.91,US,2022-02-03 04:28:31,overcast clouds
289,Port Hardy,50.6996,-127.4199,41.76,93,100,13.8,CA,2022-02-03 04:30:13,light rain
290,Alice Springs,-23.7,133.8833,76.55,57,100,16.11,AU,2022-02-03 04:28:08,overcast clouds
291,Iqaluit,63.7506,-68.5145,10.13,85,75,10.36,CA,2022-02-03 04:31:50,light snow
292,Emerald,-23.5333,148.1667,77.14,100,75,8.05,AU,2022-02-03 04:31:50,thunderstorm
293,Ostrovnoy,68.0531,39.5131,20.08,91,100,13.87,RU,2022-02-03 04:31:50,light snow
294,Bargur,12.5424,78.3539,77.22,49,2,5.21,IN,2022-02-03 04:31:51,very heavy rain
295,Khazar,41.9974,48.3332,42.44,73,86,5.97,RU,2022-02-03 04:31:51,overcast clouds
296,Nishihara,26.1842,127.7558,65.48,97,100,12.66,JP,2022-02-03 04:31:52,mist
297,Saint-Augustin,51.226,-58.6502,27.63,95,100,17.85,CA,2022-02-03 04:31:52,light snow
298,Buraydah,26.326,43.975,50.45,36,0,11.14,SA,2022-02-03 04:31:52,clear sky
299,Berekum,7.4534,-2.584,63.81,21,63,1.3,GH,2022-02-03 04:31:53,broken clouds
300,Nusaybin,37.0778,41.2178,43.34,75,0,2.3,TR,2022-02-03 04:31:53,clear sky
301,Dalvik,65.9702,-18.5286,3.13,95,73,3.06,IS,2022-02-03 04:31:53,light snow
302,Talcahuano,-36.7167,-73.1167,60.48,77,100,4.61,CL,2022-02-03 04:31:54,overcast clouds
303,Colac,-38.3333,143.5833,64.62,56,99,12.33,AU,2022-02-03 04:31:54,overcast clouds
304,Dhidhdhoo,6.8833,73.1,81.18,66,9,4.56,MV,2022-02-03 04:31:54,very heavy rain
305,Namatanai,-3.6667,152.4333,79.25,84,100,10.29,PG,2022-02-03 04:31:54,light rain
306,Dunmore East,52.1514,-6.9861,46.69,74,50,9.6,IE,2022-02-03 04:31:55,scattered clouds
307,Labuhan,-6.8844,112.2051,85.53,67,79,7.31,ID,2022-02-03 04:31:55,broken clouds
308,Inuvik,68.3499,-133.7218,-24.74,75,20,2.3,CA,2022-02-03 04:26:56,few clouds
309,Souillac,-20.5167,57.5167,80.98,89,75,27.63,MU,2022-02-03 04:31:56,shower rain
310,Kutum,14.2,24.6667,59.54,21,13,10.09,SD,2022-02-03 04:31:56,few clouds
311,Talnakh,69.4865,88.3972,-10.59,98,100,7.02,RU,2022-02-03 04:31:56,overcast clouds
312,Santa Ana,33.7456,-117.8678,61.14,14,0,8.99,US,2022-02-03 04:27:45,clear sky
313,Etaples,50.5219,1.6332,46.87,87,100,8.05,FR,2022-02-03 04:31:57,overcast clouds
314,Marsh Harbour,26.5412,-77.0636,71.33,71,39,19.84,BS,2022-02-03 04:31:57,scattered clouds
315,Kruisfontein,-34.0033,24.7314,68.88,78,100,8.05,ZA,2022-02-03 04:31:57,overcast clouds
316,Boone,39.0334,-92.3335,16.84,79,100,7.0,US,2022-02-03 04:31:58,overcast clouds
317,Atambua,-9.1061,124.8925,80.55,72,79,9.98,ID,2022-02-03 04:31:58,broken clouds
318,Tebingtinggi,3.3285,99.1625,87.85,55,90,2.77,ID,2022-02-03 04:31:58,heavy intensity rain
319,Puerto Leguizamo,-0.1934,-74.7819,73.36,78,51,2.8,CO,2022-02-03 04:31:59,broken clouds
320,Sambava,-14.2667,50.1667,76.26,80,100,2.86,MG,2022-02-03 04:23:05,overcast clouds
321,Atar,20.5169,-13.0499,67.62,23,0,7.18,MR,2022-02-03 04:32:59,clear sky
322,Charkhari,25.4,79.75,72.39,40,0,11.79,IN,2022-02-03 04:32:59,clear sky
323,Itacare,-14.2775,-38.9967,77.29,82,77,2.77,BR,2022-02-03 04:33:00,broken clouds
324,Leningradskiy,69.3833,178.4167,-13.43,91,22,9.86,RU,2022-02-03 04:29:15,few clouds
325,Darnah,32.767,22.6367,53.38,63,57,28.36,LY,2022-02-03 04:33:00,broken clouds
326,Nemuro,43.3236,145.575,27.03,66,19,5.44,JP,2022-02-03 04:33:00,few clouds
327,Imeni Poliny Osipenko,52.4201,136.4853,1.17,77,78,3.78,RU,2022-02-03 04:33:01,broken clouds
328,Zhicheng,30.2956,111.5047,47.7,41,69,4.0,CN,2022-02-03 04:33:02,broken clouds
329,Brae,60.3964,-1.353,46.31,93,100,20.83,GB,2022-02-03 04:33:03,overcast clouds
330,Sangar,63.9242,127.4739,-21.69,94,30,1.57,RU,2022-02-03 04:33:03,scattered clouds
331,Bilibino,68.0546,166.4372,-4.52,62,0,5.59,RU,2022-02-03 04:33:04,clear sky
332,Araucaria,-25.5931,-49.4103,69.57,93,78,6.2,BR,2022-02-03 04:29:51,broken clouds
333,Gornopravdinsk,60.05,69.9,22.26,92,100,8.75,RU,2022-02-03 04:33:04,overcast clouds
334,Sao Mateus,-18.7161,-39.8589,73.92,95,96,3.18,BR,2022-02-03 04:31:12,overcast clouds
335,Lagoa,39.05,-27.9833,57.25,73,2,4.23,PT,2022-02-03 04:33:05,clear sky
336,Kahului,20.8947,-156.47,78.06,73,40,4.61,US,2022-02-03 04:31:05,scattered clouds
337,Yar-Sale,66.8333,70.8333,6.17,96,100,7.92,RU,2022-02-03 04:33:05,overcast clouds
338,Sandakan,5.8402,118.1179,85.68,74,20,8.01,MY,2022-02-03 04:33:06,few clouds
339,Kinablangan,7.6947,126.5503,81.03,69,98,6.15,PH,2022-02-03 04:33:06,heavy intensity rain
340,Zemio,5.0314,25.1361,73.42,29,95,1.54,CF,2022-02-03 04:33:06,overcast clouds
341,Balikpapan,-1.2675,116.8289,86.99,70,20,5.75,ID,2022-02-03 04:30:36,few clouds
342,Ahipara,-35.1667,173.1667,73.56,72,93,12.17,NZ,2022-02-03 04:33:07,overcast clouds
343,Sioux Lookout,50.1001,-91.917,-16.53,76,20,9.22,CA,2022-02-03 04:33:07,few clouds
344,Darhan,49.4867,105.9228,2.88,80,87,4.54,MN,2022-02-03 04:33:07,overcast clouds
345,Sept-Iles,50.2001,-66.3821,29.05,95,100,1.99,CA,2022-02-03 04:33:08,snow
346,Acapulco,16.8634,-99.8901,76.82,73,20,5.75,MX,2022-02-03 04:31:46,few clouds
347,Saint-Georges,12.0564,-61.7485,78.48,78,20,23.02,GD,2022-02-03 04:33:08,few clouds
348,Esperance,-33.8667,121.9,82.24,48,9,20.13,AU,2022-02-03 04:33:09,clear sky
349,Duekoue,6.7472,-7.3496,62.24,41,23,0.83,CI,2022-02-03 04:33:09,few clouds
350,Talaya,61.3833,152.75,-12.32,99,100,6.29,RU,2022-02-03 04:33:09,overcast clouds
351,Sterling,39.0062,-77.4286,43.52,86,100,3.0,US,2022-02-03 04:30:09,light rain
352,Saldanha,-33.0117,17.9442,60.85,89,0,7.76,ZA,2022-02-03 04:33:10,clear sky
353,Olden,61.8364,6.8064,32.0,86,100,9.28,NO,2022-02-03 04:33:10,overcast clouds
354,Eenhana,-17.4667,16.3333,64.78,60,41,5.41,NA,2022-02-03 04:33:10,scattered clouds
355,Cabo San Lucas,22.8909,-109.9124,69.51,70,85,7.05,MX,2022-02-03 04:32:33,overcast clouds
356,Turuvekere,13.1642,76.6667,78.04,47,0,6.44,IN,2022-02-03 04:33:11,very heavy rain
357,Morehead,37.2711,-87.1764,34.99,96,100,1.99,US,2022-02-03 04:33:11,moderate rain
358,Aklavik,68.2191,-135.0107,-24.77,98,100,4.16,CA,2022-02-03 04:33:11,overcast clouds
359,Harsany,47.9667,20.75,31.14,90,62,4.14,HU,2022-02-03 04:33:12,broken clouds
360,Tezu,27.9167,96.1667,68.92,40,97,3.8,IN,2022-02-03 04:33:12,overcast clouds
361,Bodden Town,19.2833,-81.25,77.0,83,7,5.01,KY,2022-02-03 04:33:12,clear sky
362,Yashkino,55.8736,85.4265,14.95,95,99,4.27,RU,2022-02-03 04:33:13,overcast clouds
363,Melville,40.7934,-73.4151,40.95,86,100,1.01,US,2022-02-03 04:33:13,fog
364,Zehdenick,52.9785,13.3317,38.28,95,82,7.34,DE,2022-02-03 04:33:13,broken clouds
365,Husavik,66.0449,-17.3389,3.11,89,97,4.14,IS,2022-02-03 04:33:14,light snow
366,Padang,-0.9492,100.3543,84.25,71,78,6.11,ID,2022-02-03 04:30:47,heavy intensity rain
367,Poso,-1.3959,120.7524,85.28,62,100,4.23,ID,2022-02-03 04:29:56,overcast clouds
368,Mayo,38.8876,-76.5119,45.09,92,100,1.01,US,2022-02-03 04:33:14,mist
369,Rovaniemi,66.5,25.7167,8.01,85,20,9.22,FI,2022-02-03 04:34:14,few clouds
370,Kyshtovka,56.555,76.6271,14.34,90,100,9.86,RU,2022-02-03 04:34:15,overcast clouds
371,Praya,14.9215,-23.5087,72.14,60,1,20.71,CV,2022-02-03 04:29:30,clear sky
372,Coihaique,-45.5752,-72.0662,57.15,82,20,4.61,CL,2022-02-03 04:31:47,few clouds
373,Beringovskiy,63.05,179.3167,8.87,74,100,22.12,RU,2022-02-03 04:34:15,overcast clouds
374,Machali,-34.1833,-70.6667,62.08,59,0,2.15,CL,2022-02-03 04:34:16,clear sky
375,Norman Wells,65.282,-126.8329,-25.56,68,100,9.22,CA,2022-02-03 04:34:16,overcast clouds
376,Genhe,50.7833,121.5167,4.3,60,29,7.52,CN,2022-02-03 04:34:17,scattered clouds
377,Bac Lieu,9.285,105.7244,85.87,61,62,18.43,VN,2022-02-03 04:34:17,light rain
378,Ust-Nera,64.5667,143.2,-7.22,99,100,3.51,RU,2022-02-03 04:32:16,overcast clouds
379,Pangnirtung,66.1451,-65.7125,5.67,84,100,7.9,CA,2022-02-03 04:34:18,overcast clouds
380,Saint-Francois,46.4154,3.9054,40.41,99,100,5.75,FR,2022-02-03 04:34:18,fog
381,Katherine,-14.4667,132.2667,91.72,55,75,9.22,AU,2022-02-03 04:34:18,broken clouds
382,Olinda,-8.0089,-34.8553,82.13,74,40,5.75,BR,2022-02-03 04:34:19,scattered clouds
383,Amarpatan,24.3167,80.9833,73.9,30,0,10.54,IN,2022-02-03 04:34:19,clear sky
384,Pedroso,41.411,-8.749,52.02,81,0,5.75,PT,2022-02-03 04:34:19,clear sky
385,Lufilufi,-13.8745,-171.5986,83.79,74,100,13.94,WS,2022-02-03 04:34:19,light rain
386,Sobolevo,54.4299,31.8996,23.59,97,100,2.82,RU,2022-02-03 04:34:20,snow
387,Jiangyou,31.7667,104.7167,45.9,63,83,4.32,CN,2022-02-03 04:34:20,broken clouds
388,Riyadh,24.6877,46.7219,53.65,40,0,6.91,SA,2022-02-03 04:29:48,clear sky
389,Rajgarh,28.6333,75.3833,60.06,54,81,20.4,IN,2022-02-03 04:34:21,broken clouds
390,Kenai,60.5544,-151.2583,21.15,81,100,6.91,US,2022-02-03 04:34:21,overcast clouds
391,Dabakala,8.3667,-4.4333,67.33,11,10,4.74,CI,2022-02-03 04:34:21,clear sky
392,Matane,48.8286,-67.522,35.35,95,100,15.77,CA,2022-02-03 04:32:34,snow
393,Flinders,-34.5833,150.8552,75.79,59,63,11.01,AU,2022-02-03 04:34:22,broken clouds
394,Oswego,43.4501,-76.1497,40.91,82,100,1.99,US,2022-02-03 04:32:02,overcast clouds
395,Marzuq,14.4,46.4667,64.29,29,16,3.11,YE,2022-02-03 04:34:22,few clouds
396,Goure,13.9835,10.2704,61.02,19,100,10.47,NE,2022-02-03 04:34:23,overcast clouds
397,Wynyard,-41.0,145.7167,70.99,45,57,5.97,AU,2022-02-03 04:34:23,broken clouds
398,Bathsheba,13.2167,-59.5167,77.61,73,20,18.41,BB,2022-02-03 04:34:23,few clouds
399,Kasongo-Lunda,-6.4667,16.8167,68.54,98,98,1.48,CD,2022-02-03 04:34:24,overcast clouds
400,Ouagadougou,12.3642,-1.5383,64.92,15,1,7.87,BF,2022-02-03 04:33:21,clear sky
401,Cayenne,4.9333,-52.3333,79.09,87,75,1.99,GF,2022-02-03 04:32:42,broken clouds
402,Natal,-5.795,-35.2094,80.82,83,20,8.05,BR,2022-02-03 04:34:24,few clouds
403,Progreso,21.2833,-89.6667,77.11,75,0,14.16,MX,2022-02-03 04:34:24,clear sky
404,Bintulu,3.1667,113.0333,88.21,70,40,3.0,MY,2022-02-03 04:34:25,scattered clouds
405,Fare,-16.7,-151.0167,81.09,78,68,21.03,PF,2022-02-03 04:34:25,light rain
406,Port-Gentil,-0.7193,8.7815,80.47,76,100,10.67,GA,2022-02-03 04:34:25,overcast clouds
407,Hohhot,40.8106,111.6522,19.69,38,0,13.42,CN,2022-02-03 04:34:26,clear sky
408,Mozarlandia,-14.7447,-50.5706,72.09,92,93,2.35,BR,2022-02-03 04:34:26,overcast clouds
409,Key West,24.5557,-81.7826,73.99,83,100,12.66,US,2022-02-03 04:29:36,overcast clouds
410,Awbari,26.5921,12.7805,40.89,56,0,8.25,LY,2022-02-03 04:34:27,clear sky
411,Hobyo,5.3505,48.5268,78.8,69,100,18.72,SO,2022-02-03 04:34:27,overcast clouds
412,Mbanza-Ngungu,-5.25,14.8667,64.65,98,100,3.24,CD,2022-02-03 04:34:27,overcast clouds
413,Aktau,43.65,51.2,36.18,64,79,20.6,KZ,2022-02-03 04:35:28,broken clouds
414,Talara,-4.5772,-81.2719,73.24,74,81,13.62,PE,2022-02-03 04:35:28,broken clouds
415,Krasnoselkup,65.7,82.4667,-8.14,96,77,10.65,RU,2022-02-03 04:35:28,broken clouds
416,Mount Gambier,-37.8333,140.7667,64.31,52,100,17.27,AU,2022-02-03 04:31:51,overcast clouds
417,Rocha,-34.4833,-54.3333,65.48,98,35,6.64,UY,2022-02-03 04:35:29,scattered clouds
418,Jacutinga,-22.2856,-46.6122,64.56,96,100,2.82,BR,2022-02-03 04:35:29,overcast clouds
419,Sangamner,19.5667,74.2167,78.35,19,22,7.05,IN,2022-02-03 04:35:29,few clouds
420,Tabory,58.5198,64.5495,13.78,95,96,6.22,RU,2022-02-03 04:35:30,overcast clouds
421,Lokosovo,61.1333,74.8167,19.78,92,99,12.1,RU,2022-02-03 04:35:30,overcast clouds
422,Puerto Baquerizo Moreno,-0.9,-89.6,73.83,86,1,8.12,EC,2022-02-03 04:35:31,clear sky
423,Seymchan,62.8833,152.4333,-16.2,97,80,2.3,RU,2022-02-03 04:35:31,broken clouds
424,Egvekinot,66.3167,-179.1667,-10.1,77,5,18.25,RU,2022-02-03 04:35:31,clear sky
425,Paveh,35.0434,46.3565,19.6,59,99,7.38,IR,2022-02-03 04:35:32,overcast clouds
426,Karasburg,-28.0167,18.75,61.79,80,0,8.3,NA,2022-02-03 04:35:32,clear sky
427,Kanniyakumari,8.0833,77.5667,81.09,58,3,11.41,IN,2022-02-03 04:35:32,very heavy rain
428,Panama City,8.9936,-79.5197,78.75,81,75,9.22,PA,2022-02-03 04:34:34,broken clouds
429,Sao Paulo De Olivenca,-3.3783,-68.8725,72.25,99,97,1.57,BR,2022-02-03 04:35:33,light rain
430,Pangai,-19.8,-174.35,81.48,74,24,9.6,TO,2022-02-03 04:35:33,light rain
431,Helena,46.5927,-112.0361,6.98,72,100,1.01,US,2022-02-03 04:31:29,overcast clouds
432,Lashio,22.9333,97.75,71.49,29,0,2.21,MM,2022-02-03 04:35:33,clear sky
433,Monteria,8.748,-75.8814,76.91,100,20,0.0,CO,2022-02-03 04:35:34,few clouds
434,Tornio,65.8481,24.1466,12.31,97,100,2.73,FI,2022-02-03 04:35:34,overcast clouds
435,Lahuachaca,-17.3667,-67.6667,46.11,83,87,3.71,BO,2022-02-03 04:35:34,overcast clouds
436,Andenes,69.3143,16.1194,22.98,63,10,17.27,NO,2022-02-03 04:35:34,clear sky
437,Arman,59.7,150.1667,13.44,77,100,12.66,RU,2022-02-03 04:35:35,overcast clouds
438,Mangaratiba,-22.9597,-44.0406,77.04,87,100,2.37,BR,2022-02-03 04:35:35,overcast clouds
439,Balabac,7.9868,117.0645,82.81,72,58,14.07,PH,2022-02-03 04:35:35,broken clouds
440,Lethem,3.3803,-59.7968,78.44,66,17,10.8,GY,2022-02-03 04:35:36,few clouds
441,Sindor,62.8629,51.8905,19.85,95,100,5.95,RU,2022-02-03 04:35:36,overcast clouds
442,Ipixuna,-1.7625,-48.8043,76.95,98,91,2.98,BR,2022-02-03 04:35:36,overcast clouds
443,Terralba,39.7192,8.6392,48.02,88,6,5.53,IT,2022-02-03 04:35:37,clear sky
444,Verkhnetulomskiy,68.6073,31.7962,3.33,99,100,1.07,RU,2022-02-03 04:35:37,overcast clouds
445,Duartina,-22.4144,-49.4039,67.06,97,75,3.89,BR,2022-02-03 04:35:37,broken clouds
446,Nome,64.5011,-165.4064,8.67,57,0,27.63,US,2022-02-03 04:35:37,clear sky
447,Yining,29.0361,114.5636,40.51,89,100,1.74,CN,2022-02-03 04:35:38,overcast clouds
448,Hakodate,41.7758,140.7367,28.38,68,75,25.32,JP,2022-02-03 04:35:38,broken clouds
449,Giurgita,44.0167,23.6333,29.61,84,7,10.25,RO,2022-02-03 04:35:39,clear sky
450,Uruzgan,32.8333,66.0,32.5,42,0,9.82,AF,2022-02-03 04:35:39,clear sky
451,Kikwit,-5.041,18.8162,69.35,97,100,1.5,CD,2022-02-03 04:35:39,light rain
452,San Martin,-33.081,-68.4681,77.54,48,55,2.84,AR,2022-02-03 04:35:39,light rain
453,Gelibolu,40.4103,26.6708,35.46,98,100,16.08,TR,2022-02-03 04:35:40,overcast clouds
454,Idenao,4.2475,9.0047,78.24,89,95,3.09,CM,2022-02-03 04:35:40,light rain
455,Quatre Cocos,-20.2078,57.7625,80.71,94,100,27.18,MU,2022-02-03 04:35:40,moderate rain
456,Flin Flon,54.7682,-101.865,-20.83,99,16,6.62,CA,2022-02-03 04:35:41,few clouds
457,Vostok,46.4856,135.8833,3.56,85,100,9.04,RU,2022-02-03 04:35:41,overcast clouds
458,Shizunai,42.3339,142.3669,28.45,66,99,22.1,JP,2022-02-03 04:35:41,snow
459,Dakar,14.6937,-17.4441,72.48,78,52,8.48,SN,2022-02-03 04:36:42,broken clouds
460,Narsaq,60.9167,-46.05,12.42,67,100,15.17,GL,2022-02-03 04:36:42,light snow
461,Lichinga,-13.3128,35.2406,66.29,100,75,4.61,MZ,2022-02-03 04:36:42,fog
462,Roma,43.2128,-75.4557,42.66,80,100,0.0,US,2022-02-03 04:36:43,overcast clouds
463,North Bend,43.4065,-124.2243,45.95,98,40,3.44,US,2022-02-03 04:36:43,scattered clouds
464,Batagay-Alyta,67.8006,130.4114,-20.15,95,75,2.75,RU,2022-02-03 04:36:43,broken clouds
465,Lahaina,20.8783,-156.6825,78.04,82,13,8.01,US,2022-02-03 04:36:44,few clouds
466,Xuddur,4.1213,43.8894,74.12,58,52,20.38,SO,2022-02-03 04:36:44,broken clouds
467,Andra,62.5147,65.8878,15.3,97,98,3.69,RU,2022-02-03 04:36:44,overcast clouds
468,Fort Wellington,6.4,-57.6,76.28,82,2,8.3,GY,2022-02-03 04:36:44,clear sky
469,Necochea,-38.5473,-58.7368,66.04,73,85,13.2,AR,2022-02-03 04:35:12,overcast clouds
470,Kuching,1.55,110.3333,86.22,70,40,4.61,MY,2022-02-03 04:32:12,light rain
471,Wanlaweyn,2.6185,44.8938,77.18,72,53,16.96,SO,2022-02-03 04:36:45,broken clouds
472,Los Llanos De Aridane,28.6585,-17.9182,65.12,68,0,3.0,ES,2022-02-03 04:36:45,clear sky
473,Coquimbo,-29.9533,-71.3436,62.33,88,0,2.3,CL,2022-02-03 04:36:46,clear sky
474,Wanxian,30.8039,108.3897,50.88,58,90,1.92,CN,2022-02-03 04:36:46,overcast clouds
475,Bara,10.3744,10.7288,60.21,20,52,7.05,NG,2022-02-03 04:36:46,broken clouds
476,Aasiaat,68.7098,-52.8699,-4.67,75,100,19.42,GL,2022-02-03 04:36:47,overcast clouds
477,Karakulino,56.012,53.7067,29.37,97,100,13.35,RU,2022-02-03 04:36:47,snow
478,Iraquara,-12.2486,-41.6194,65.35,89,0,2.44,BR,2022-02-03 04:36:47,clear sky
479,Afogados Da Ingazeira,-7.7508,-37.6392,71.47,79,25,6.78,BR,2022-02-03 04:36:48,scattered clouds
480,Nuevo Progreso,23.1667,-97.95,73.89,76,45,1.01,MX,2022-02-03 04:36:48,scattered clouds
481,Doha,25.2867,51.5333,62.58,67,0,5.75,QA,2022-02-03 04:36:48,clear sky
482,Makakilo City,21.3469,-158.0858,75.56,64,100,3.44,US,2022-02-03 04:36:49,overcast clouds
483,Maldonado,-34.6667,-54.9167,70.99,91,59,10.0,UY,2022-02-03 04:36:49,broken clouds
484,Tromso,69.6496,18.957,18.37,79,0,1.14,NO,2022-02-03 04:36:49,clear sky
485,Krapkowice,50.4752,17.9654,33.94,94,62,5.97,PL,2022-02-03 04:32:45,broken clouds
486,Bela Vista,-22.1089,-56.5211,74.86,87,6,6.2,BR,2022-02-03 04:36:50,clear sky
487,Alindao,5.0267,21.2088,77.36,22,99,7.45,CF,2022-02-03 04:36:50,overcast clouds
488,Poum,-20.2333,164.0167,81.46,69,10,1.83,NC,2022-02-03 04:36:50,clear sky
489,Marshall,34.3834,-86.3333,53.96,85,100,3.0,US,2022-02-03 04:36:51,moderate rain
490,Luwingu,-10.2621,29.9271,62.69,97,100,3.89,ZM,2022-02-03 04:36:51,light rain
491,Broken Hill,-31.95,141.4333,73.11,31,0,20.71,AU,2022-02-03 04:36:51,clear sky
492,Shetpe,44.1667,52.1167,39.94,62,71,14.81,KZ,2022-02-03 04:36:52,broken clouds
493,Baker City,44.7749,-117.8344,27.64,93,100,3.44,US,2022-02-03 04:35:24,overcast clouds
494,Portland,45.5234,-122.6762,45.63,95,100,1.01,US,2022-02-03 04:32:07,moderate rain
495,Port Blair,11.6667,92.75,82.44,65,40,10.36,IN,2022-02-03 04:36:52,heavy intensity rain
496,Srednekolymsk,67.45,153.6833,-27.63,100,71,0.92,RU,2022-02-03 04:36:53,broken clouds
497,Kondinskoye,59.6481,67.41,12.16,95,86,8.95,RU,2022-02-03 04:36:53,overcast clouds
498,Tigil,57.8,158.6667,14.7,91,92,4.99,RU,2022-02-03 04:36:53,overcast clouds
499,Garni,40.1221,44.7312,23.67,71,90,4.59,AM,2022-02-03 04:36:53,overcast clouds
500,Owerri,5.4833,7.0304,73.92,84,18,2.21,NG,2022-02-03 04:36:54,few clouds
501,Valparaiso,-33.0393,-71.6273,56.84,82,0,5.75,CL,2022-02-03 04:35:35,clear sky
502,Vanimo,-2.6741,141.3028,82.69,73,76,5.77,PG,2022-02-03 04:36:54,broken clouds
503,Usakos,-22.0,15.6,64.53,63,41,2.3,NA,2022-02-03 04:36:54,scattered clouds
504,Belaya Gora,68.5333,146.4167,-28.21,100,32,0.54,RU,2022-02-03 04:36:55,scattered clouds
505,Gainesville,29.6516,-82.3248,64.11,73,0,8.05,US,2022-02-03 04:34:48,clear sky
506,Kaeo,-35.1,173.7833,75.33,82,94,10.02,NZ,2022-02-03 04:37:55,overcast clouds
507,Caucaia,-3.7361,-38.6531,80.55,79,40,6.91,BR,2022-02-03 04:34:12,scattered clouds
508,Mantua,45.1667,10.7833,47.44,90,2,1.99,IT,2022-02-03 04:37:56,clear sky
509,Ust-Kut,56.7938,105.7672,7.2,90,97,1.03,RU,2022-02-03 04:37:56,overcast clouds
510,Merrill,45.1805,-89.6835,3.15,66,0,0.0,US,2022-02-03 04:37:56,clear sky
511,Mandalgovi,45.7625,106.2708,9.95,59,0,13.24,MN,2022-02-03 04:37:57,clear sky
512,Sydney Mines,46.2367,-60.2177,33.17,85,100,7.0,CA,2022-02-03 04:37:57,overcast clouds
513,Tignere,7.3667,12.65,60.66,26,38,2.37,CM,2022-02-03 04:37:57,scattered clouds
514,Dasoguz,41.8363,59.9666,30.15,86,11,11.5,TM,2022-02-03 04:37:58,few clouds
515,Albury,-36.0833,146.9167,75.33,40,75,8.05,AU,2022-02-03 04:37:58,broken clouds
516,Lompoc,34.6391,-120.4579,54.01,48,0,3.44,US,2022-02-03 04:37:59,clear sky
517,Huilong,31.8111,121.655,46.04,55,70,10.4,CN,2022-02-03 04:37:59,broken clouds
518,Parabel,58.6978,81.4825,17.13,88,100,11.52,RU,2022-02-03 04:37:59,overcast clouds
519,Wladyslawowo,54.7909,18.4009,33.94,89,95,9.78,PL,2022-02-03 04:38:00,overcast clouds
520,Matara,5.9485,80.5353,84.72,56,7,3.15,LK,2022-02-03 04:38:00,very heavy rain
521,Bredy,52.4153,60.3411,15.69,90,79,9.44,RU,2022-02-03 04:38:00,broken clouds
522,Chernyshevskiy,63.0128,112.4714,-8.32,93,95,2.46,RU,2022-02-03 04:38:01,overcast clouds
